id,user_id,用户昵称,微博正文,话题,转发数,评论数,点赞数,发布时间
4.72098E+15,1009435643,手机用户1009435643,2022年1月1日重庆市新冠肺炎疫情情况O2022年1月1日重庆市新冠肺炎疫情情况,,0,0,0,2022/1/1 23:45
4.72098E+15,6533947959,sun-guardian,谁能想到的2022第一天?【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。（总台记者曹美丽杜金明蒋硕）,浙江宁波新增7例确诊,0,0,0,2022/1/1 23:45
4.72098E+15,1245163890,闲人独行侠,昨日，我国新冠病毒肺炎确诊222人，其中174例来自西安，#西安累计确诊1451例#。当然，与疫情完全失控的西方国家相比，中国的数据可以忽略不计。但对于中国这样一个负责任的大国，一个疫情控制极好的国家而言，还是多了一点。而新增病例，西安占了近80%，由此可见，西安的疫情防控任务还十分艰巨。我们看到西安党委政府积极作为，社会各界大力支持，人民群众艰辛付出，由此可见相信，西安的疫情防控会取得胜利。感谢西安人民！希望你们挺住！2022是美好的，祝西安人民元旦快乐！#19名西安大学生研发疫情防控小程序#,"西安累计确诊1451例,19名西安大学生研发疫情防控小程序",1,1,2,2022/1/1 23:45
4.72098E+15,3356940544,南京V法院,【#西安航空学院确诊病例超60例##西安航空学院学生已被分流隔离#】1月1日，西安公布了2021年12月30日新增确诊病例活动轨迹，其中9例病例来自西安航空学院。西安官方公布的流调信息显示，截至2021年12月31日24时许，西安航空学院累计出现确诊病例61例。@新京报我们视频获悉，从2021年12月27日起，西安航空学院开始向外地分流转运学生，汉中、商洛、安康、咸阳等多地承担了学生的集中隔离工作。#聚焦新冠肺炎疫情#L新京报我们视频的微博视频（记者：马新斌制作：杜海涛运营：易可）,"西安航空学院确诊病例超60例,西安航空学院学生已被分流隔离,聚焦新冠肺炎疫情",0,0,0,2022/1/1 23:44
4.72098E+15,1699432410,新华社,#宁波报告7例新冠肺炎确诊病例#记者从1日晚召开的宁波市新冠肺炎疫情防控工作新闻发布会上获悉，1月1日上午宁波市北仑区发现1例新冠肺炎确诊病例（轻型），该区于1日15时启动大规模核酸检测工作，截至22时，已累计采样38.53万人份，已出报告12570人份，又检出阳性感染者6例，已被诊断为新冠肺炎确诊病例（轻型）。（记者顾小立）,宁波报告7例新冠肺炎确诊病例,31,6,90,2022/1/1 23:44
4.72098E+15,3924812700,中原盾,【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。（总台记者曹美丽杜金明蒋硕）,浙江宁波新增7例确诊,0,1,0,2022/1/1 23:43
4.73257E+15,5500531906,静静嘢,#惠州新增1例新冠肺炎确诊病例#过年又冷又下雨还有疫情，太难了。真的新冠是个什么鬼啊快点滚出地球拜托了,惠州新增1例新冠肺炎确诊病例,0,0,2,2022/2/2 23:34
4.73257E+15,6206202704,南昌赣昌砂石有限公司,要闻|赣昌砂石公司组织召开2022年春节期间冰雪天气暨安全生产、疫情防控工作部署会1月30日上午，赣昌砂石公司组织召开了2022年春节期间冰雪天气暨安全生产、疫情防控工作部署会，会议由市政公用集团党委委员，赣昌砂石公司党委书记、董事长刘顺保主持，公司各公司、各部门负责人参加会议。会上，首先传达了江西省、南昌市和市政公用集团关于春节期间冰雪天气安全生产和疫情防控工作的重要指示精神，并对公司下一阶段疫情防控和安全工作进行了全面部署。刘顺保强调，公司上下要做好冰冻雨雪天气的安全工作和疫情防控工作，并提出以下几点要求：一、要将疫情防控作为重中之重，全员高度重视，密切关注疫情防控最新官方信息；二、要严格遵守疫情防控相关要求，不参加或开展大规模聚餐、聚会等活动；三、要严格落实离昌外出报备制度，从严控制所有离昌人员的审批程序；四、要做好生产安全、个人安全以及出行安全等各项有效举措；五、要做好雨雪冰冻天气各项防范工作，及时消除各类安全隐患，强化应急保障工作；六、要加强应急值守工作，实行24小时领导带班制度，压实企业主体责任和管理责任。会后，举行了2022年度新冠肺炎疫情防控工作目标管理责任书签订仪式，各公司、各部门负责人签订责任书，进一步强化疫情防控主体责任。文/图：刘瑾、崔英武,,0,0,0,2022/2/2 23:34
4.73257E+15,3876342106,大庆市中级人民法院,【#天津将在全市开展新冠风险排查行动#】天津市疫情防控指挥部2日发布通告称，鉴于当前天津市疫情形势，为进一步精准排查风险，落实“四早”措施，天津市疫情防控指挥部决定在全市范围开展新冠肺炎疫情风险排查行动。　　通告指出，自发布通告之时起，各相关区要立即组织对辖区封控区、管控区、防范区内所有住户、商户等逐一开展新冠肺炎疫情风险排查行动，排查自1月15日以来曾到过封控区、管控区、防范区的所有人，挨门挨户进行排查，逐户逐人登记造册，不漏一户、不漏一人。封控区、管控区、防范区内的广大市民要履行个人防控责任，依法主动配合。　　通告说，自1月15日以来有封控区、管控区、防范区旅居史的市民，要主动向当前所在社区报备，按照属地安排，配合做好核酸检测、健康监测等疫情防控措施。　　通告还说，已离开天津市的居民，要主动向当地报备。（新华社）,天津将在全市开展新冠风险排查行动,7,6,6,2022/2/2 23:33
4.73257E+15,3604378011,中国新闻社,【#广东云浮罗定新增2例无症状感染者#系深圳病例密接排查中发现】2022年2月1日17时30分，罗定市在已管控的密接人员常规筛查中发现2例新冠病毒核酸结果初筛阳性。2月2日，经云浮市疾控中心复采复检，结果均为阳性。经专家组研判，2人为无症状感染者。有关情况和活动轨迹如下：个案5，女，45岁，2月1日因病例1、个案2、个案3判定为密切接触者，一并纳入管控。在深圳市宝安区石岩街道浪心社区河滨南路经营小吃店。1月28日约18时与个案2、个案3在深圳同乘私家车出行。1月29日8至9时与病例1、个案2、个案3在个案5经营小吃店中喝茶；20时30分，病例1、个案2、个案3一家三口步行到个案5家中聊天，停留1小时左右后离开；21时30分个案5及其丈夫从小吃店自驾车到深圳市光明新区公明街道迎福街接其姐姐；23时30分左右，3人一起从深圳出发回罗定，1月30日3时30分左右从罗定市双东出口出高速，到罗城街道的新悦早餐店，早餐后回龙湾镇，其姐姐在龙湾镇大石中碰路口中途下车；5时30分左右，回到龙湾旗垌村委燎源村家中；13时到个案5哥哥家中，与个案6及其家人吃饭，约19时回家，无外出。1月31日12时，在个案6家中与个案6一起逗狗玩，14时至16时，同家人一起去村中万福庙，17时左右到个案6家吃饭，一起就餐11人，2月1日在家无外出。经专家组诊断为无症状感染者。目前已转运至定点医院隔离观察。个案6，女，3岁，与个案5是亲戚、在罗定的邻居。深圳居所在深圳市龙岗区横岗街道安良八村。1月22日20时，回到罗定龙湾镇旗垌村委燎源村，1月23日到当地报备。1月30日12时，个案5、个案6在家中一起逗狗玩。17时，个案5、个案6一同吃饭。19时至21时，个案5、个案6在家中一起看电视，均未佩戴口罩。经专家组诊断为无症状感染者。目前已转运至定点医院隔离观察。截至2月2日15时，云浮市初步甄别密切接触者162人，密接的密接116人。重点涉疫人员已及时管控，重点场所已封控，涉及个案活动的场所已实施采样和终末消毒。涉及外市的密接、次密接等重点人员已及时通报相关地市。截至2月2日，本起疫情罗定市累计报告6例个案（2例确诊病例、4例无症状感染者）。接广州医科大学附属市八医院报告，个案3转为新冠肺炎确诊病例（轻型）。6例个案中有明显关联。接省疾控中心通报，对罗定市3例个案的样本进行基因测序，均为VOC/Omicron变异株（BA.1进化分支）。云浮市新型冠状病毒肺炎疫情防控指挥部办公室提醒，当前，罗定市疫情防控正处于关键时刻，请广大市民群众继续做到非必须不离罗、非必要不出省，理解、配合和支持医务人员、流调人员、社区工作者、公安干警、志愿者等一线疫情防控人员的工作，持续做好个人防护，严格落实科学佩戴口罩、测温验码等防控要求，保持勤洗手、常通风、少聚集、“一米线”等良好卫生习惯。后续情况将及时向社会公布。（央视）,广东云浮罗定新增2例无症状感染者,24,53,245,2022/2/2 23:33
4.73257E+15,1916923457,重型音乐_PAINKILLER,#爆裂现场##WHITESNAKE#假期看个演唱会！经典摇滚乐队WHITESNAKE（白蛇）在2019年9月28日RockinRio音乐节上的完整演出高清视频，WHITESNAKE乐队在2019年推出了他们第13张正式专辑《Flesh&Blood?》，2022年在迎来主唱?DavidCoverdale?年满71岁的时候乐队将开始他们因为新冠肺炎推迟了多次的告别巡演......视频曲目如下：01:09-BadBoys06:49-SlideItIn10:30-LoveAin'tNoStranger14:50-HeyYou(YouMakeMeRock)20:05-Slowan'Easy24:38-TroubleIsYourMiddleName28:51-DrumSolo33:43-IsThisLove38:14-HereIGoAgain43:47-StilloftheNight52:01-BurnL重型音乐_PAINKILLER的微博视频,"爆裂现场,WHITESNAKE",7,2,13,2022/2/2 23:33
4.73257E+15,3784762594,庄儿里那点事,【石家庄#正定县公布一密接者活动轨迹#】#石家庄爆料#2022年2月1日，正定县疾病预防控制中心收到故城县疾控中心推送的《关于新冠肺炎确诊病例杨某某的密切接触人员周某某的协查函》，函中告知我县周某某为新冠肺炎确诊病例杨某某的密切接触者。随即对其进行流行病学调查，已进行3次核酸检测，结果均为阴性。现紧急寻找周某某的接触人员，活动轨迹公布如下：周某某，男，2022年1月29日17时55分一家六口，到正定县梅山路梅山浴池二楼洗澡，18时50分离开，之后一家六口驾车到正定县外婆人家（常山店）大厅东南角，靠近柱子位置就餐，20时许离开后自驾回家。2022年1月30日17时许，到达正定县瑞天购物广场，佩戴口罩，扫码完成后，乘坐直梯到达三楼美甲美睫店停留约2分钟，接上先行做美甲的爱人一起到瑞天购物广场三楼意大莱针织内衣店购买内衣。17时28分微信扫码支付购买费用，付款后（交易时间）回意大莱内衣店拿上内衣，之后二人乘坐扶梯经二楼、一楼，到达负一层瑞天购物广场超市购买零食和牛奶（购买散货豆干等物品、并进行称重），18时01分排队在15号通道，微信付款后自驾回家。1月31日，上午自驾车到故城县中医院、故城县县医院送医疗器械，在故城县县医院做完核酸后（核酸结果阴性），自驾车返回石家庄，约14时许到其公司，14:30许离开公司返回正定（已向公司所在的长安区疾控中心发送协查函），15时许到达正定家中后，自述未外出。2月1日，居家未外出，后集中隔离。请有以上共同行动轨迹的人员落实如下防控措施：一、立即向所在乡镇街道、社区村委会联系报备；二、配合乡镇街道、社区村委会防控管理及核酸检测；三、切实做好个人防护，居家隔离不外出；四、如出现发热、咳嗽等症状，可呼叫120到指定医院就诊。如隐瞒不报，造成严重后果的，将依法追究相关人员责任。同时，提醒广大居民不必恐慌，做到不信谣、不传谣、不造谣，继续做好个人防护，正确佩戴口罩，勤洗手、常通风、不聚集，主动接种新冠疫苗。如出现发热、咳嗽等症状，及时到发热门诊进行诊疗，中途不要乘坐公共交通工具，并向就诊医疗机构如实报告旅居史和接触史。正定县疾控中心联系电话：8802273388016261。（河北日报）#石家庄身边事##石家庄热议#关注@庄儿里那点事，看最新最全的庄里资讯！投稿/爆料WX：zhuanglinadianshi,"正定县公布一密接者活动轨迹,石家庄爆料,石家庄身边事,石家庄热议",0,0,1,2022/2/2 23:32
4.73257E+15,2176235777,广东政法,【#惠州新增1例新冠肺炎确诊病例#，#惠州仲恺高新区实施区域管控#】2022年2月2日，广东惠州市通报1例新冠肺炎确诊病例，为1月31日深圳报告病例陈某的密切接触者。仲恺高新区发布公告，自2月1日起，将潼侨镇牛墩6街15号楼宇、惠环街道万隆新天地2号楼、陈江街道壹城中心1栋和16栋设为封控区，将潼侨镇牛墩1至12街、惠环街道万隆新天地小区、陈江街道壹城中心1期和5期设为管控区，将潼侨镇全域设为防范区。O网页链接L广东台触电新闻的微博视频,"惠州新增1例新冠肺炎确诊病例,惠州仲恺高新区实施区域管控",0,0,5,2022/2/2 23:32
4.73257E+15,3876342106,大庆市中级人民法院,【#深圳新增3例新冠确诊病例和1例无症状感染者#】深圳市卫生健康委员会2日晚间通报，当日深圳新增3例新冠肺炎确诊病例和1例无症状感染者，均在密接者和重点人群中发现。此前，深圳1月31日至2月1日报告4例病例，病毒测序结果均为奥密克戎变异株（BA.1进化分支），序列高度同源。此8例病例及无症状感染者均属同一传播链，彼此关联，传播链清晰。目前，深圳此轮疫情溯源工作正在进行中，需要根据流行病学调查和基因测序结果作进一步研判。（新华社）,深圳新增3例新冠确诊病例和1例无症状感染者,8,5,4,2022/2/2 23:32
4.73257E+15,2858056932,福田发布,#疫情速递#【#2月2日深圳新增4例病例#累计8例！此前4例均为奥密克戎】2月2日，深圳新增4例（3例确诊病例、1例无症状感染者），累计报告8例，均属同一传播链，彼此关联，传播链清晰。病例5男，39岁，深圳市宝安区石岩街道某公司员工，居住在宝安区石岩街道下排村四区四巷，诊断为新冠病毒无症状感染者。病例6男，46岁，深圳市宝安区石岩街道某公司员工，居住在宝安区石岩街道罗租上新村八巷，诊断为新冠肺炎确诊病例（轻型）。病例7男，37岁，深圳市光明区玉塘街道某公司员工，居住在宝安区石岩街道浪心车头村3巷，诊断为新冠肺炎确诊病例（普通型）。病例8女，44岁，居住在深圳市宝安区石岩街道云熙谷，诊断为新冠肺炎确诊病例（普通型）。市、区相关部门正全面溯源8名病例14天内的活动轨迹、人员接触情况，追踪到的密接者、次密接者均已按要求管控。涉及市外的密接者、次密接者已发出协查函且管控到位。所有病例的工作地、居住地已实施管控，活动过的重点场所已进行环境核酸采样和终末消毒。按照“应检尽检”的原则，持续加强一般接触者、重点人群的排查和管理。O深圳新增4例病例，累计8例！此前4例均为奥密克戎,"疫情速递,2月2日深圳新增4例病例",0,0,4,2022/2/2 23:31
4.73257E+15,1893278624,深圳特区报,#深圳战疫日报#（02.02）1月31日，深圳报告1例新冠肺炎确诊病例。截至2月2日21时，深圳“0131”疫情累计报告8例病例，病例1-4均为奥密克戎。更多热点消息，带你一图读懂>>O网页链接#2月2日深圳新增4例病例##宝安区非生活必需密闭场所暂停开放##深圳抗疫日记#,"深圳战疫日报,2月2日深圳新增4例病例,宝安区非生活必需密闭场所暂停开放,深圳抗疫日记",4,4,14,2022/2/2 23:31
4.73221E+15,5351914896,笑看风月69,农村的老奶奶都知道中国的抗疫比美国强！孙子在美国上学，因疫情已经连续三年没回家了，大年初一通过视频给农村的奶奶拜年！??奶奶很激动，告诉孙子美国抗疫没中国好，千万要管好自己，等安全一些再回家…#视频创意话题大赛##我拍中国节##关注新冠肺炎##陪你过年#L笑看风月69的微博视频,"视频创意话题大赛,我拍中国节,关注新冠肺炎,陪你过年",0,0,0,2022/2/1 23:38
4.73221E+15,5609880134,Endiear阿璐,#广东惠州报告1例新冠肺炎确诊病例#离开之时以为还会回去在离开这里的整整半个月后终究是没能幸免,广东惠州报告1例新冠肺炎确诊病例,0,1,0,2022/2/1 23:38
4.73221E+15,2138456601,诚信广东,【深圳新增3例病例，累计4例！病例1感染奥密克戎】#诚信广东#1月31日深圳市报告1例新冠肺炎确诊病例。疫情发生以来，广东省委省政府、深圳市委市政府高度重视，市疫情防控指挥部办公室连夜组织应急处置，抢抓24小时黄金处置时间，迅速开展流调溯源、排查管控、核酸检测等工作。2月1日，深圳新增3例病例，“0131”疫情累计报告4例。深圳市卫健委二级巡视员林汉城通报了深圳疫情防控工作进展和重点举措。3个新增病例均在密接者和重点人群中发现病例2女，32岁，宝安区石岩街道某公司员工，居住在龙岗区坂田街道岗头社区马蹄山村五巷，诊断为新冠肺炎确诊病例（普通型）。病例3女，42岁，宝安区石岩街道某公司员工，居住在宝安区石岩街道建兴二路龙晟苑，诊断为新冠病毒无症状感染者。病例4女，55岁，居住在宝安区石岩街道云熙谷二期，诊断为新冠肺炎确诊病例（普通型）。新增的3例病例均在密接者和重点人群中发现，4例病例均属同一传播链，彼此关联，传播链清晰。新增3例的轨迹涉及石岩、坂田经初步排查，3名病例近日的主要活动轨迹为：宝安区石岩街道——美冠达牙科技术有限公司建兴二路龙晟苑星城购物中心惠天百货浪心村委老街菜市场粤鲜生生活超市日新百货宏源发花卉世界龙岗区坂田街道——岗头社区马蹄山村五巷韵达快递店岗头社区马蹄山村五巷优鲜购生活超市市、区相关部门正全面溯源4名病例14天内的活动轨迹、人员接触情况，追踪到的密接者、次密接者均已按要求管控。涉及市外的密接者、次密接者已发出协查函且管控到位。病例的工作地、居住地已实施管控，其活动过的重点场所已进行环境核酸采样和终末消毒。按照“应检尽检”的原则，持续加强一般接触者、重点人群的排查和管理。病例1感染的是“奥密克戎”目前，深圳市疾控中心已完成病例1的新冠病毒全基因组测序，测序结果为奥密克戎变异株（BA.1进化分支）。经国家疾控中心和广东省疾控中心比对，该病例与国内此前发现的多起本土奥密克戎疫情病例均不同源，与近期深圳境外输入病例感染的病毒序列也不同源，与全球数据库北美上传的一些基因组序列100%同源。初步判定，“0131”疫情为一起新的独立疫情。#深圳疫情#目前，疫情溯源工作正在进行中，需要根据流行病学调查和基因测序结果作进一步研判。接下来，深圳将坚决落实中央和省的决策部署，坚持“外防输入、内防反弹”总策略和动态清零的总方针，坚持科学精准从严从紧抓好疫情防控。希望广大市民继续增强防范意识，做好戴口罩、勤洗手、多通风、规范消毒、保持社交距离等防护措施，主动配合落实各项疫情防控措施。#诚信，我们的核心价值观#,"诚信广东,深圳疫情,诚信，我们的核心价值观",1,0,3,2022/2/1 23:37
4.73221E+15,2250255270,落花流水哗哗哗,好像已经习惯了戴口罩非必要不出门的日子，想起以前自由自在的时光已经恍若隔世。新冠肺炎疫情爆发已经两年多了，一定改变了很多人的人生吧。想出去旅游，去跨年看烟花，去海边追逐落日，去看演唱会……如果新年只能许一个愿望的话，我希望是:可以早日回归到正常的生活,,0,0,0,2022/2/1 23:36
4.73221E+15,1766477765,俄罗斯人民友谊大学,俄罗斯疫情形势播报（2月1日）O俄罗斯要闻及疫情数据（2月1日）俄罗斯劳动部建议远程办公欲知详情，请点击上方链接~关注俄罗斯人民友谊大学官微，及时浏览俄罗斯疫情形势数据~#俄罗斯##疫情防控##卫星五号##新冠肺炎##全球拉响新冠肺炎警报#俄罗斯人民友谊大学,"俄罗斯,疫情防控,卫星五号,新冠肺炎,全球拉响新冠肺炎警报",0,0,3,2022/2/1 23:35
4.73221E+15,5979274406,时光停这里,#广东惠州报告1例新冠肺炎确诊病例#惠州呜呜呜呜,广东惠州报告1例新冠肺炎确诊病例,0,0,0,2022/2/1 23:35
4.73221E+15,5351914896,笑看风月69,孙子在美国上学，因疫情已经连续三年没回家了，大年初一通过视频给农村的奶奶拜年！??奶奶很激动，告诉孙子美国抗疫没中国好，千万要管好自己，等安全一些再回家……#我拍中国节##陪你过年##关注新冠肺炎##绍兴记录#L笑看风月69的微博视频,"我拍中国节,陪你过年,关注新冠肺炎,绍兴记录",0,1,0,2022/2/1 23:35
4.73221E+15,2717171755,水水水水水水医生来主刀,#广东惠州报告1例新冠肺炎确诊病例#我真的是今天就说整个人就一个纯粹的裂开了,广东惠州报告1例新冠肺炎确诊病例,0,0,4,2022/2/1 23:35
4.73221E+15,3633911683,icanyomy,#广东惠州报告1例新冠肺炎确诊病例#不希望家乡是这样上的热搜,广东惠州报告1例新冠肺炎确诊病例,0,0,15,2022/2/1 23:34
4.73184E+15,1912711065,千千界服饰,本文转自：正观新闻1月31日，深圳发现1例新冠肺炎确诊病例。O网页链接,,0,0,0,2022/1/31 23:24
4.73184E+15,5697583656,京客网快报,#新闻看点#针对当前新型冠状病毒防控形势，为全面提高新冠肺炎疫情等传染病的应急反应能力，?近日，连云港移动灌云分公司开展疫情防控应急演练。演练分为6个场景，分别为：员工上班；外人来访；上班经过测量时发现发烧...O连云港移动灌云分公司开展疫情防控应急演练,新闻看点,0,0,0,2022/1/31 23:23
4.73184E+15,6389646797,气质阿富贵Eric,#虎年第一条微博#恭祝海内外每一个华人华侨新年快乐，新的一年美好的期望与憧憬，愿祖国繁荣富强，早日实现两岸同袍和平统一；更希望早一日新冠肺炎病毒能够像非典一样，全球灭绝，出门不用担心感染病毒和隔离。,虎年第一条微博,0,0,0,2022/1/31 23:22
4.73184E+15,5930045289,临安微博城事,【正在直播：浙江省新冠肺炎疫情防控工作新闻发布会】1月30日0—24时，浙江新增本土确诊病例24例，均在杭州市，均为集中隔离点发现。浙江省人民政府新闻办公室于2022年1月31日上午11时举行第103场新冠肺炎疫情防控工作新闻发布会，请省卫生健康委、杭州市政府、诸暨市政府负责人介绍统筹推进疫情防控和经济社会发展有关情况，并回答记者提问。L看看新闻KNEWS的微博视频,,0,0,0,2022/1/31 23:21
4.73184E+15,2860721960,中国-贵州-兴义,【省卫生健康委二月防病提示】2月恰逢新春佳节，人们外出旅游、走亲访友，人群流动频繁，而春运期间气温波动较大，多低温雨（雪）天气，容易引发各类呼吸道疾病，而当前新冠肺炎疫情防控形势依旧严峻，来返黔人员要配合做好疫情防控管理，做好个人防护、减少聚集和居家监测等防护措施。本月气温低，可能出现凝冻，心脑血管疾病、糖尿病等一些慢性疾病也容易诱发或加重，因此大家要重点注意新冠肺炎、心脑血管疾病的预防。此外，节日期间也要注意预防意外伤害，加强用火安全、出行安全、防范烟花爆竹等自我安全防范。辞旧迎新虎年到，健康相伴最重要。预祝大家过一个阖家欢乐幸福祥和的健康中国年一、新冠肺炎疫情防控当前，境外新冠肺炎疫情仍在蔓延，国内多地发生本土疫情，疫情防控形势严峻。随着新春佳节即将来临，返乡返工人员增多，疫情传播风险增加。春节期间疫情防控建议：（一）配合防控管理。1.境外及国内疫情中高风险地区来（返）黔人员，执行“14天集中隔离+14天居家健康监测+12次核酸检测”的疫情防控措施；2.中高风险地区及暂未调整风险等级但有本土阳性感染者报告地所在市(州、盟)来(返)黔人员，携带48小时内的核酸检测阴性报告，入黔后分类实行三天两检；3.陆地边境口岸（与香港、澳门有口岸相连的除外）的来返黔人员，需携带48小时核酸检测阴性证明入黔，并建议入黔后主动在48小时内开展一次核酸检测，无相关证明的，实行“三天两检”；4.对省外其他低风险地区来返黔人员，建议持48小时内核酸检测阴性证明（或出示包含核酸检测阴性信息的健康通行码“绿码”）抵黔，并在抵黔后48小时内再检测1次核酸。（具体按照各地防控政策配合防控管理。）（二）加强自我防护。勤洗手，保持良好卫生习惯，做好居家清洁卫生，乘坐公共交通工具和到人群聚集场所，全程佩戴口罩，保持“一米线”社交距离，避免人员聚集，在外就餐自觉使用公勺公筷。（三）减少人员聚集。春节期间减少走亲访友活动，尽量不举办或参加聚会聚餐活动，家庭聚会聚餐控制人数。（四）严防物品传疫。不网购境外物品，收拆快递包裹时要佩戴口罩，并及时洗手，应到正规商场、超市采购冷冻、海鲜食物等食品，不购买无合格证明的食品。（五）做好健康监测。一旦出现发热、咳嗽等症状，要及时前往就近发热门诊就医；就诊途中佩戴口罩，尽量不乘坐公共交通工具。（六）请广大市民持续关注我省新冠肺炎防控政策。二、心脑血管疾病当下，高血压、脑卒中、冠心病等心脑血管疾病已成为威胁人们生命与健康的常见病和多发病。每4个成年人中就有1名高血压患者，每10个成年人中就有1名糖尿病患者，高血压、糖尿病导致的脑卒中、急性心梗等并发症已成为威胁人们健康的重要病症。防控建议：（一）监测自己的血压并控制高血压，高血压是脑卒中最重要的危险因素。30岁以上者每年应至少测量血压1次，推荐定期在家中自测血压。改变生活方式是降压治疗的基础，生活方式治疗效果不佳者，应加用抗高血压药物治疗。（二）戒烟。吸烟是心血管病重要且独立的危险因素，对于有心脑血管疾病危险的吸烟者来说，没有所谓“安全的”吸烟水平，这类人群应该以戒烟为目标，而不仅是减少吸烟量。（三）控制血糖。糖尿病是脑卒中的独立危险因素，糖尿病可使脑卒中的风险增加1倍以上，而大约20%的糖尿病患者最终将死于脑卒中。中华医学会糖尿病学分会建议将普通人群糖化血红蛋白目标值降为<7.0%，以预防2型糖尿病患者的长期微血管并发症。（四）控制血脂。亚太组织合作研究项目通过对352033名受试者的研究发现，总胆固醇每升高1mmol/L，脑卒中的发病风险增加25%。应当减少饱和脂肪酸摄入、戒烟、增加身体活动及服用降脂药物以降低低密度胆固醇和甘油三酯水平。（五）注意膳食及营养。膳食种类应多样化，且能量和营养的摄入应合理；增加食用全谷、豆类、薯类、水果、蔬菜和低脂奶制品，减少饱和脂肪和反式脂肪酸的摄入，食盐每日摄入量应不超过5克。三、一氧化碳中毒一氧化碳无色无味，比空气轻，易于燃烧，燃烧时为蓝色火焰，空气中一氧化碳含量如果达到0.04%－0.06%时，就可使人中毒。天气日渐寒冷，安全事故隐患随之增多，在密闭的环境下使用燃气（天然气、液化石油气和煤制气）热水器洗澡、在屋内使用燃气或煤炉取暖和长时间在密闭车厢内靠发动机供暖，都有可能引起一氧化碳中毒。防控建议：（一）应经常保持室内良好通风，燃气热水器或煤气、燃煤、燃油设备等不应放置于家人居住的房间或通风不良处。（二）尽量不在室内烧煤炭，包括烧煤炭炉取暖，以及用炭煮火锅、用炭烧烤等一定要用炭作为燃料的，一定要放在可以通风的地方。用炭做燃料煮火锅等就餐和加工场所都应做好通风换气，而不能因为害怕外界的冷风进入室内将门户紧闭。（三）用煤碳取暖的住户，居室内要安装烟囱，烟囱的结构要严密，排烟排气良好；没有烟囱的煤炉，夜间要放在室外，睡觉前应熄灭炉火，不要让老人小孩独自取暖。空气湿度大，气压低的天气应格外注意，室内门窗不能封闭过严。（四）使用管道煤气时，要防止管道老化、跑气、漏气，烧煮时防止火焰被扑灭，导致煤气溢出。（五）不使用淘汰热水器，如直排式热水器和烟道式热水器；不使用超期限的热水器，热水器的安装最好请专业人士安装，不得自行安装、拆除、改装燃具；冬天洗浴时浴室门窗不要紧闭，洗浴时间不要过长。（六）使用燃气热水器时，禁止将燃气热水器安装在洗浴房间内，应将其安装在洗浴房间外靠近窗户的地方或室外。（七）开车时，不要让发动机长时间空转，车在停驶时，不要过久的开启空调，即使是在行驶中，也应经常打开车窗，使车内外空气产生对流；如驾驶或乘坐空调车感到头晕、发沉、四肢无力，应及时开窗呼吸新鲜空气；不要躺在车门车窗紧闭、开关空调的汽车内睡觉。（八）有条件的情况下，在可能产生一氧化碳的区域安装一氧化碳报警器。四、其他意外伤害春节前后我省大部分地区气温相对较低，可能出现雨雪、凝冻，人们节日走亲访友要注意出行安全，人们欢度春节的同时，家长要看管好自己的孩子，预防燃放烟花爆竹造成的意外伤害。防控建议：（一）注意交通出行安全。春节期间气温骤降会出现凝冻天气，路面结冰结霜，人们外出访友、走亲出行前需要做好出行程中的个人健康防护，防止冻伤、摔伤，自驾外出尤其要密切关注天气和路况信息，提前安排好出行时间，设计好行车路线，注意防寒保暖和行车安全。（二）预防燃放烟花爆竹造成的意外伤害。春节期间是燃放烟花爆竹导致意外伤害的高发期。燃放烟花爆竹可能造成炸伤眼睛、手指或挫伤身体等意外伤害，过节期间，尽量不要燃放大型烟花爆竹，燃放烟花爆竹时人不要靠得太近，点着捻信后应迅速跑开，躲到5米外的安全地点。切忌把鞭炮拿在手中燃放，必要时佩戴抗冲击烟花爆竹防护镜；家长务必要看管好自己的孩子，如遇紧急情况应及时就医。来源：贵州卫生健康融媒体中心,,0,0,0,2022/1/31 23:19
